volume,vw,open,close,high,low,timestamp,n
49442.0,115.6948,115.9,115.45,116.22,115.1509,2025-06-06 15:34:00,561
45501.0,115.074,115.4,114.9,115.5,114.8,2025-06-06 15:35:00,511
73073.0,114.3955,114.8018,114.0,114.89,114.0,2025-06-06 15:36:00,499
125643.0,112.9802,114.0,112.355,114.0,112.22,2025-06-06 15:37:00,1272
310053.0,110.5959,112.355,109.828,112.71,109.25,2025-06-06 15:38:00,3547
168339.0,109.2929,109.815,108.605,110.4399,108.2,2025-06-06 15:39:00,1862
168993.0,109.8166,108.745,110.89,110.99,108.52,2025-06-06 15:40:00,1418
75123.0,110.4076,110.94,109.56,111.0,109.5,2025-06-06 15:41:00,944
136590.0,108.5642,109.53,108.1,109.65,108.0,2025-06-06 15:42:00,1607
194510.0,108.2852,108.0958,109.01,109.89,107.3602,2025-06-06 15:43:00,1939
71811.0,108.7746,109.01,109.2,109.65,108.0,2025-06-06 15:44:00,857
163648.0,110.9194,109.1995,111.5021,112.45,109.1995,2025-06-06 15:45:00,1382
90533.0,111.4955,111.555,111.65,111.9799,111.04,2025-06-06 15:46:00,991
106323.0,111.5053,111.7,111.136,112.16,110.7601,2025-06-06 15:47:00,1018
79362.0,110.0106,111.19,109.245,111.31,109.11,2025-06-06 15:48:00,858
117802.0,109.542,109.1,109.89,110.5,108.9,2025-06-06 15:49:00,1169
89745.0,110.2383,110.03,109.5,110.87,109.5,2025-06-06 15:50:00,835
110189.0,109.1151,109.44,109.63,109.89,108.5,2025-06-06 15:51:00,1247
87011.0,109.1658,109.53,109.8846,110.11,108.5,2025-06-06 15:52:00,857
75359.0,110.2929,109.89,110.12,110.9,109.7294,2025-06-06 15:53:00,807
87693.0,110.0876,110.32,109.995,110.79,109.2001,2025-06-06 15:54:00,940
118543.0,109.4075,110.24,108.63,110.37,108.63,2025-06-06 15:55:00,1215
182737.0,107.6465,108.995,107.0,109.13,107.0,2025-06-06 15:56:00,1845
253338.0,106.778,107.0,107.4,107.92,106.2,2025-06-06 15:57:00,2573
176314.0,107.0216,107.26,107.695,107.71,106.42,2025-06-06 15:58:00,1715
223971.0,107.6161,107.49,107.66,108.48,107.0,2025-06-06 15:59:00,2344
12675.0,108.1532,107.7,108.95,108.95,107.38,2025-06-06 16:00:00,222
17685.0,109.0429,108.97,109.14,109.38,108.61,2025-06-06 16:01:00,266
31298.0,109.8636,109.2,109.88,110.8,109.14,2025-06-06 16:02:00,352
12071.0,109.2254,109.88,109.0,109.9,108.8,2025-06-06 16:03:00,214
6489.0,109.5273,109.0,109.11,109.9,109.0,2025-06-06 16:04:00,140
12709.0,109.1974,109.13,109.23,109.39,109.0,2025-06-06 16:05:00,158
24508.0,109.9361,109.47,110.5,110.5,109.32,2025-06-06 16:06:00,219
8275.0,110.0823,110.25,109.73,110.37,109.71,2025-06-06 16:07:00,178
9123.0,109.6748,109.9,109.48,109.9,109.4,2025-06-06 16:08:00,129
2564.0,109.2229,109.35,109.25,109.35,109.19,2025-06-06 16:09:00,90
7600.0,109.327,109.29,109.75,109.75,108.9,2025-06-06 16:10:00,167
2984.0,109.8773,109.96,109.8,109.96,109.75,2025-06-06 16:11:00,75
4979.0,109.5978,109.64,109.5,109.79,109.5,2025-06-06 16:12:00,120
4394.0,109.6313,109.5,109.5,109.7,109.5,2025-06-06 16:13:00,108
5094.0,109.6829,109.5001,109.92,109.92,109.5001,2025-06-06 16:14:00,104
18503.0,110.3996,109.93,110.25,110.73,109.6,2025-06-06 16:15:00,284
16912.0,110.6301,110.44,110.46,110.97,110.4,2025-06-06 16:16:00,168
13997.0,110.5993,110.95,110.43,110.95,110.4,2025-06-06 16:17:00,126
9084.0,110.4405,110.43,110.3963,110.6,110.3,2025-06-06 16:18:00,106
5433.0,110.4794,110.4,110.5988,110.6,110.4,2025-06-06 16:19:00,70
11370.0,110.5721,110.6,110.31,110.7,110.31,2025-06-06 16:20:00,141
6906.0,110.7427,110.69,110.71,110.97,110.69,2025-06-06 16:21:00,87
9282.0,110.2306,110.65,110.0,110.68,110.0,2025-06-06 16:22:00,193
7354.0,110.3626,110.39,110.5,110.5,110.2001,2025-06-06 16:23:00,82
2149.0,110.6282,110.6,110.6794,110.68,110.6,2025-06-06 16:24:00,58
4959.0,110.6151,110.68,110.5,110.75,110.5,2025-06-06 16:25:00,101
7373.0,110.1389,110.21,110.01,110.5,110.0,2025-06-06 16:26:00,149
6679.0,110.0623,110.1,110.4,110.4,110.0,2025-06-06 16:27:00,89
4999.0,110.5415,110.47,110.25,110.68,110.25,2025-06-06 16:28:00,84
2073.0,110.5367,110.57,110.6,110.6,110.49,2025-06-06 16:29:00,60
3313.0,110.6236,110.68,110.5,110.68,110.5,2025-06-06 16:30:00,89
1912.0,110.4659,110.45,110.45,110.5,110.45,2025-06-06 16:31:00,52
4758.0,110.6022,110.5,110.75,110.75,110.5,2025-06-06 16:32:00,95
4577.0,110.7994,110.7488,110.88,110.95,110.7,2025-06-06 16:33:00,85
23361.0,111.2485,110.8,111.5,111.96,110.48,2025-06-06 16:34:00,276
13025.0,111.882,111.5,111.98,112.0,111.4,2025-06-06 16:35:00,177
9916.0,111.861,111.77,111.8,112.0,111.77,2025-06-06 16:36:00,130
1482.0,111.699,111.9,111.89,111.9,111.43,2025-06-06 16:37:00,73
14386.0,112.143,111.4694,112.74,112.8199,111.4694,2025-06-06 16:38:00,209
14594.0,112.8834,112.83,113.4,113.4,112.5,2025-06-06 16:39:00,198
12472.0,113.3716,113.38,113.0,113.7,113.0,2025-06-06 16:40:00,233
2516.0,112.8735,113.18,112.57,113.18,112.56,2025-06-06 16:41:00,93
3890.0,112.4169,112.97,112.472,112.97,112.01,2025-06-06 16:42:00,89
2653.0,112.0303,112.0,112.2,112.2,111.5517,2025-06-06 16:43:00,79
4362.0,112.5116,112.2,112.98,112.98,112.2,2025-06-06 16:44:00,75
3225.0,112.761,112.7998,112.9615,112.968,112.5,2025-06-06 16:45:00,68
5576.0,112.9239,112.7,112.55,113.12,112.55,2025-06-06 16:46:00,117
5003.0,112.7858,112.95,112.7,112.99,112.3,2025-06-06 16:47:00,104
8545.0,112.0939,112.3001,112.0,112.5,112.0,2025-06-06 16:48:00,127
1119.0,112.3112,112.0001,112.4,112.4,112.0001,2025-06-06 16:49:00,36
5444.0,112.3108,112.23,112.5,112.55,112.22,2025-06-06 16:50:00,96
1601.0,112.309,112.5,112.11,112.5,112.11,2025-06-06 16:51:00,50
4209.0,112.4028,112.11,112.55,112.55,112.11,2025-06-06 16:52:00,78
2450.0,112.3292,112.5499,112.2499,112.5499,112.2,2025-06-06 16:53:00,60
2344.0,112.155,112.1,112.24,112.25,112.1,2025-06-06 16:54:00,55
1384.0,112.2108,112.25,112.13,112.25,112.13,2025-06-06 16:55:00,60
1763.0,112.3499,112.3905,112.3943,112.4,112.3905,2025-06-06 16:56:00,36
3669.0,112.0598,112.29,112.13,112.29,112.0,2025-06-06 16:57:00,110
2353.0,112.2413,112.21,112.23,112.23,112.21,2025-06-06 16:58:00,55
1956.0,112.3266,112.22,112.42,112.54,112.22,2025-06-06 16:59:00,43
2641.0,112.3954,112.39,112.4,112.5,112.29,2025-06-06 17:00:00,63
1850.0,112.2766,112.3,112.1,112.35,112.1,2025-06-06 17:01:00,59
6216.0,111.8909,112.0,111.77,112.0002,111.55,2025-06-06 17:02:00,142
6076.0,111.3362,111.51,110.54,111.57,110.53,2025-06-06 17:03:00,142
2602.0,110.7888,111.0,110.66,111.0001,110.58,2025-06-06 17:04:00,73
1073.0,110.8086,111.35,110.8,111.35,110.75,2025-06-06 17:05:00,35
3751.0,110.6103,110.63,111.5,111.5,110.53,2025-06-06 17:06:00,100
1327.0,110.9727,111.0,110.72,111.24,110.72,2025-06-06 17:08:00,44
3603.0,110.9901,110.96,111.24,111.24,110.78,2025-06-06 17:09:00,63
1974.0,111.197,111.23,111.14,111.23,111.0,2025-06-06 17:10:00,55
1281.0,111.2342,111.1008,111.23,111.23,111.1008,2025-06-06 17:11:00,37
838.0,111.214,111.3,111.0,111.3,111.0,2025-06-06 17:12:00,40
2155.0,111.2735,111.3,111.2,111.35,111.2,2025-06-06 17:13:00,46
3151.0,111.5163,111.4,111.65,111.65,111.4,2025-06-06 17:14:00,80
1557.0,111.8038,111.9703,111.88,111.9703,111.88,2025-06-06 17:15:00,35
1780.0,111.8794,111.8,111.96,111.96,111.78,2025-06-06 17:16:00,25
688.0,111.897,111.89,111.96,111.96,111.89,2025-06-06 17:17:00,25
7057.0,111.7514,111.75,111.9,111.94,111.58,2025-06-06 17:18:00,55
5254.0,111.8954,111.9,111.9,111.9,111.9,2025-06-06 17:19:00,39
4451.0,111.8901,111.9,111.9,111.9,111.9,2025-06-06 17:20:00,31
2429.0,111.7186,111.75,111.5,111.77,111.5,2025-06-06 17:21:00,72
2006.0,111.7066,111.74,111.5062,111.76,111.5062,2025-06-06 17:22:00,44
1888.0,111.4935,111.5,111.49,111.5,111.3,2025-06-06 17:23:00,43
248.0,111.558,111.7,111.7,111.7,111.7,2025-06-06 17:24:00,13
900.0,111.4449,111.42,111.44,111.44,111.42,2025-06-06 17:25:00,27
1993.0,111.4013,111.44,111.02,111.48,111.02,2025-06-06 17:26:00,33
1661.0,111.258,111.11,111.48,111.48,111.11,2025-06-06 17:27:00,44
1714.0,111.0601,111.2,111.01,111.2,111.0,2025-06-06 17:28:00,66
1634.0,110.7984,110.96,110.76,110.96,110.73,2025-06-06 17:29:00,42
1988.0,110.7196,110.76,110.57,110.76,110.57,2025-06-06 17:30:00,61
3173.0,110.6237,110.65,110.7,110.7,110.51,2025-06-06 17:31:00,44
2453.0,110.7976,110.7,111.0,111.0,110.7,2025-06-06 17:32:00,46
850.0,111.0735,111.0,111.0,111.37,111.0,2025-06-06 17:34:00,23
1678.0,110.9705,111.03,110.99,111.03,110.8,2025-06-06 17:35:00,30
2439.0,110.9547,110.99,110.99,111.0,110.7,2025-06-06 17:36:00,37
3279.0,110.9799,110.99,111.19,111.19,110.76,2025-06-06 17:37:00,44
1580.0,110.9605,111.18,110.8,111.18,110.8,2025-06-06 17:38:00,17
1113.0,111.1539,111.17,111.2,111.2,111.17,2025-06-06 17:39:00,35
345.0,111.3079,111.3,111.31,111.31,111.3,2025-06-06 17:40:00,21
629.0,111.3917,111.4,111.37,111.4,111.37,2025-06-06 17:41:00,19
1276.0,111.3854,111.37,111.38,111.38,111.37,2025-06-06 17:42:00,34
2090.0,111.4788,111.5,111.5,111.5,111.37,2025-06-06 17:43:00,44
1356.0,111.5624,111.6,111.6,111.6,111.6,2025-06-06 17:44:00,18
668.0,111.551,111.5,111.5,111.5,111.5,2025-06-06 17:45:00,30
2128.0,111.5502,111.6,111.46,111.67,111.28,2025-06-06 17:46:00,53
1452.0,111.2122,111.3,111.18,111.3,111.18,2025-06-06 17:47:00,43
1144.0,111.1365,111.2,111.1,111.2,111.1,2025-06-06 17:48:00,27
1038.0,111.0515,111.1,111.0,111.1,111.0,2025-06-06 17:49:00,31
398.0,111.0808,111.11,111.11,111.11,111.11,2025-06-06 17:50:00,19
2213.0,111.0926,111.1488,111.0,111.15,111.0,2025-06-06 17:51:00,66
4189.0,111.0577,110.99,111.15,111.15,110.95,2025-06-06 17:52:00,41
1581.0,111.1377,111.15,111.0,111.2,111.0,2025-06-06 17:53:00,24
